ParentEduc,IsFirstChild,NrSiblings,MathScore,ReadingScore,WritingScore,PracticeSport,ParentMaritalStatus,LunchType,TestPrep,TransportMeans,WklyStudyHours,EthnicGroup,Gender
high school,yes,1.0,94,92,89,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0
high school,yes,5.0,47,46,44,3.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0
associate's degree,no,2.0,50,61,62,3.0,3.0,1.0,2.0,0.0,0.0,3.0,0.0
high school,yes,3.0,65,56,59,2.0,1.0,1.0,0.0,2.0,2.0,4.0,1.0
high school,no,2.0,60,63,66,2.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
high school,yes,3.0,69,77,78,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
VeriYok,yes,2.0,47,56,62,3.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0
associate's degree,yes,5.0,75,80,76,3.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0
some college,no,1.0,85,72,75,1.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
bachelor's degree,no,2.0,64,69,65,3.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0
associate's degree,no,4.0,51,58,56,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
some college,no,3.0,62,62,61,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
high school,yes,0.0,73,62,57,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
some high school,no,1.0,42,46,48,3.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0
some college,yes,0.0,69,64,60,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
some college,yes,3.0,65,62,55,3.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0
associate's degree,no,1.0,43,53,48,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
associate's degree,yes,2.0,65,77,76,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
bachelor's degree,yes,5.0,91,88,87,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0
some high school,yes,2.0,56,58,61,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0
associate's degree,yes,5.0,66,66,67,3.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
associate's degree,yes,0.0,60,69,68,3.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0
master's degree,no,1.0,42,36,40,3.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0
some high school,no,1.0,73,85,88,2.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0
some high school,yes,3.0,83,84,90,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
some college,no,2.0,54,64,67,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0
bachelor's degree,yes,0.0,64,62,68,3.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0
associate's degree,yes,1.0,47,41,36,0.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0
some college,yes,6.0,79,94,92,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0
associate's degree,yes,1.0,87,72,71,3.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0
some college,yes,5.0,43,59,47,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0
some college,yes,2.0,46,51,51,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
some high school,no,2.0,62,75,76,3.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0
associate's degree,no,7.0,74,84,90,3.0,3.0,1.0,2.0,1.0,1.0,4.0,0.0
some college,yes,2.0,64,54,54,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0
associate's degree,no,4.0,59,49,53,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0
associate's degree,yes,1.0,82,75,71,2.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0
some college,no,3.0,62,58,52,3.0,4.0,1.0,0.0,0.0,0.0,3.0,1.0
master's degree,yes,1.0,44,62,66,3.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0
some high school,no,1.0,69,76,69,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0
bachelor's degree,yes,2.0,72,68,75,2.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0
some high school,no,1.0,57,77,65,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
high school,no,1.0,81,93,84,2.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0
associate's degree,yes,2.0,70,85,82,2.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0
some high school,yes,5.0,74,82,74,2.0,3.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,yes,4.0,54,78,75,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
associate's degree,yes,0.0,17,43,37,2.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0
master's degree,yes,1.0,64,66,79,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
some high school,no,1.0,62,56,58,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0
some college,yes,1.0,57,83,76,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
associate's degree,yes,3.0,66,59,56,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0
some college,no,3.0,23,52,45,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0
high school,yes,3.0,81,73,69,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
high school,yes,1.0,72,78,72,2.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
associate's degree,yes,0.0,73,78,80,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0
high school,no,1.0,55,56,49,2.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
high school,yes,3.0,56,65,62,1.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0
bachelor's degree,yes,0.0,82,76,79,3.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0
some college,yes,2.0,29,39,42,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0
bachelor's degree,yes,0.0,74,85,89,3.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0
associate's degree,yes,4.0,57,77,67,3.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0
high school,yes,1.0,59,58,53,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
associate's degree,yes,0.0,55,48,46,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0
associate's degree,no,2.0,70,66,60,3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0
bachelor's degree,yes,0.0,59,58,55,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0
some college,no,1.0,57,71,66,2.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0
high school,VeriYok,2.0,56,61,55,1.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0
some college,yes,4.0,69,84,79,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0
high school,yes,2.0,53,75,67,3.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0
some high school,yes,3.0,79,82,84,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
some college,no,3.0,74,80,73,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0
bachelor's degree,yes,5.0,96,96,94,3.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0
some college,yes,2.0,76,91,92,3.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0
some college,yes,3.0,78,99,99,2.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0
bachelor's degree,yes,2.0,61,64,69,3.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0
associate's degree,no,1.0,72,65,64,1.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0
some high school,yes,3.0,45,59,53,3.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0
some college,yes,2.0,26,49,43,2.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0
high school,yes,4.0,69,68,66,3.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0
some college,yes,1.0,59,56,57,2.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0
high school,no,6.0,86,83,72,2.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0
associate's degree,no,2.0,84,94,94,3.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0
associate's degree,no,3.0,82,95,91,2.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0
some college,yes,2.0,51,46,39,2.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0
associate's degree,yes,2.0,60,52,49,2.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0
bachelor's degree,yes,2.0,79,80,85,3.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0
some college,yes,2.0,71,66,72,2.0,2.0,0.0,2.0,2.0,3.0,5.0,1.0
bachelor's degree,no,2.0,77,70,74,3.0,1.0,0.0,2.0,1.0,1.0,5.0,1.0
some college,yes,1.0,49,65,70,3.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0
high school,no,2.0,86,80,73,2.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0
high school,no,4.0,59,63,60,3.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0
VeriYok,no,3.0,64,66,66,2.0,3.0,1.0,0.0,1.0,0.0,4.0,1.0
some college,yes,2.0,44,57,50,1.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
VeriYok,yes,3.0,73,68,78,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0
high school,yes,3.0,96,97,96,3.0,3.0,1.0,2.0,2.0,1.0,5.0,0.0
some high school,yes,2.0,75,85,80,3.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0
some college,yes,2.0,79,67,73,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0
some high school,yes,0.0,60,53,49,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
high school,yes,0.0,56,61,62,3.0,2.0,1.0,2.0,2.0,3.0,5.0,0.0
some high school,yes,2.0,78,93,99,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0
some high school,no,2.0,59,67,62,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0
some high school,yes,2.0,63,77,69,1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0
some college,no,3.0,70,70,75,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0
associate's degree,no,1.0,62,61,62,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0
bachelor's degree,yes,5.0,51,66,65,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0
some high school,yes,4.0,52,64,53,0.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0
bachelor's degree,yes,4.0,49,71,72,3.0,3.0,0.0,2.0,2.0,1.0,4.0,0.0
some high school,no,1.0,48,63,62,3.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0
associate's degree,yes,0.0,41,44,42,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0
some high school,yes,5.0,57,66,64,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
some high school,yes,1.0,81,92,96,0.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0
high school,yes,2.0,50,53,54,3.0,3.0,0.0,0.0,2.0,2.0,4.0,0.0
some high school,yes,4.0,100,100,95,0.0,1.0,1.0,2.0,0.0,0.0,5.0,1.0
associate's degree,VeriYok,4.0,57,75,79,3.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0
some college,no,4.0,75,79,71,3.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0
some high school,no,2.0,93,90,84,3.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0
high school,no,7.0,84,65,70,3.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0
some college,yes,0.0,67,57,55,3.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0
associate's degree,yes,2.0,73,67,57,3.0,3.0,1.0,2.0,1.0,0.0,5.0,1.0
some high school,no,2.0,47,50,50,1.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0
some high school,VeriYok,3.0,66,71,67,2.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0
some college,no,5.0,77,72,67,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0
bachelor's degree,yes,2.0,81,87,88,3.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0
associate's degree,no,2.0,63,61,55,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
high school,yes,0.0,62,59,55,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
associate's degree,yes,4.0,38,36,42,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0
bachelor's degree,yes,2.0,93,97,94,2.0,2.0,0.0,2.0,2.0,0.0,3.0,1.0
VeriYok,yes,1.0,48,50,45,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0
some college,no,4.0,54,66,59,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0
high school,yes,0.0,38,45,48,3.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0
bachelor's degree,yes,1.0,68,69,67,3.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0
some college,no,3.0,57,61,67,2.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0
some college,yes,2.0,83,93,98,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0
some college,no,1.0,73,79,81,3.0,3.0,1.0,0.0,2.0,3.0,4.0,0.0
bachelor's degree,yes,1.0,90,94,99,3.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0
some college,no,4.0,88,76,73,3.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0
high school,yes,4.0,73,87,90,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0
some high school,yes,0.0,73,82,76,2.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0
associate's degree,yes,0.0,58,65,57,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0
some college,yes,2.0,51,47,46,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,no,2.0,59,50,57,3.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0
bachelor's degree,yes,0.0,63,66,64,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
some college,no,2.0,39,64,58,3.0,2.0,0.0,2.0,2.0,1.0,3.0,0.0
some high school,yes,0.0,80,90,85,3.0,3.0,1.0,2.0,1.0,1.0,4.0,0.0
high school,yes,5.0,62,84,84,1.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
associate's degree,no,1.0,68,58,60,2.0,3.0,0.0,0.0,1.0,2.0,5.0,1.0
high school,no,2.0,55,45,43,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0
high school,yes,7.0,71,90,87,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
some high school,yes,1.0,66,76,83,2.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
some high school,no,1.0,86,90,85,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
high school,yes,3.0,99,82,82,2.0,2.0,1.0,0.0,2.0,0.0,5.0,1.0
some high school,no,2.0,56,79,76,2.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0
bachelor's degree,yes,1.0,58,64,64,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0
some college,yes,2.0,63,70,76,2.0,1.0,1.0,2.0,1.0,2.0,5.0,0.0
some college,yes,2.0,98,89,86,2.0,3.0,1.0,2.0,2.0,0.0,4.0,1.0
high school,yes,0.0,54,70,71,3.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0
bachelor's degree,yes,1.0,61,66,69,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
associate's degree,yes,2.0,71,75,77,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
some college,yes,1.0,44,51,57,2.0,2.0,0.0,2.0,1.0,2.0,5.0,0.0
high school,no,2.0,74,64,68,2.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0
high school,no,3.0,71,63,60,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0
some college,yes,1.0,65,69,70,3.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0
some college,yes,3.0,55,73,76,3.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
some high school,no,1.0,41,46,39,3.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0
high school,yes,0.0,84,82,83,2.0,2.0,1.0,0.0,1.0,1.0,4.0,0.0
bachelor's degree,VeriYok,1.0,69,57,65,3.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
some high school,yes,1.0,62,58,54,3.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
associate's degree,no,1.0,43,53,47,3.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0
some college,no,4.0,75,69,67,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0
bachelor's degree,yes,0.0,84,82,81,3.0,2.0,0.0,1.0,1.0,1.0,5.0,1.0
high school,yes,3.0,59,71,67,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0
some college,VeriYok,2.0,70,64,65,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0
associate's degree,no,5.0,67,59,57,3.0,1.0,0.0,2.0,2.0,1.0,5.0,1.0
bachelor's degree,no,2.0,98,86,78,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0
associate's degree,no,1.0,66,64,66,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0
associate's degree,yes,2.0,94,95,95,3.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0
high school,no,4.0,49,59,53,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
associate's degree,no,1.0,75,64,64,3.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0
some high school,yes,0.0,29,34,33,3.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0
high school,yes,7.0,71,74,76,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0
some college,yes,2.0,59,69,64,2.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0
associate's degree,yes,3.0,55,57,58,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0
master's degree,yes,3.0,93,99,99,1.0,3.0,1.0,2.0,2.0,2.0,4.0,0.0
some college,yes,2.0,75,84,88,3.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0
some high school,yes,3.0,66,53,54,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0
associate's degree,no,3.0,67,62,57,3.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0
master's degree,yes,3.0,65,75,78,3.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0
bachelor's degree,yes,2.0,96,88,100,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0
some college,yes,2.0,76,74,80,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0
some high school,yes,5.0,41,62,55,2.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0
some college,no,2.0,59,61,63,2.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0
associate's degree,yes,3.0,52,70,68,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
high school,yes,0.0,61,65,67,3.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0
high school,no,3.0,58,44,53,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0
some high school,yes,0.0,92,93,95,3.0,1.0,1.0,2.0,2.0,0.0,4.0,0.0
associate's degree,yes,4.0,77,76,72,3.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0
master's degree,yes,3.0,98,77,80,2.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0
some high school,yes,0.0,63,77,80,1.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0
high school,yes,1.0,58,52,57,2.0,3.0,0.0,0.0,2.0,0.0,4.0,1.0
bachelor's degree,no,2.0,57,59,53,3.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,yes,3.0,63,73,76,3.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0
some high school,no,5.0,75,62,60,2.0,2.0,1.0,0.0,2.0,0.0,5.0,1.0
bachelor's degree,yes,0.0,83,80,75,3.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0
some college,yes,3.0,50,53,52,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
high school,yes,5.0,71,85,80,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
some high school,yes,3.0,56,56,52,2.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0
associate's degree,no,1.0,54,48,43,3.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0
bachelor's degree,no,3.0,46,51,52,3.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0
high school,no,2.0,66,74,71,1.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0
high school,no,4.0,74,65,66,3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0
VeriYok,yes,1.0,74,80,84,2.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0
some college,no,1.0,67,69,71,3.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0
associate's degree,yes,2.0,84,71,77,3.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
some college,yes,2.0,75,84,66,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0
bachelor's degree,yes,2.0,58,68,70,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0
associate's degree,no,2.0,42,54,54,3.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
associate's degree,yes,2.0,68,75,66,3.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0
some high school,yes,3.0,62,56,56,3.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0
bachelor's degree,VeriYok,1.0,85,80,83,3.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0
some college,yes,3.0,67,76,78,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0
high school,yes,2.0,69,65,60,3.0,2.0,0.0,0.0,1.0,3.0,5.0,1.0
master's degree,yes,2.0,77,93,87,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0
associate's degree,yes,2.0,70,76,72,3.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
associate's degree,no,2.0,70,63,66,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
VeriYok,no,4.0,91,83,79,3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0
some college,no,1.0,71,74,80,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0
high school,yes,3.0,63,61,58,3.0,3.0,1.0,2.0,2.0,0.0,4.0,1.0
high school,yes,1.0,74,80,83,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0
some high school,yes,1.0,53,49,47,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
associate's degree,no,2.0,39,50,49,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
some college,yes,1.0,53,71,77,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0
master's degree,yes,2.0,75,76,79,3.0,3.0,1.0,0.0,2.0,0.0,5.0,0.0
some high school,yes,2.0,54,58,54,3.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0
high school,yes,2.0,99,85,94,2.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0
master's degree,yes,0.0,71,77,80,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0
high school,no,2.0,64,59,60,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0
some college,yes,4.0,68,76,82,0.0,3.0,0.0,2.0,2.0,0.0,4.0,0.0
some college,yes,1.0,53,59,52,3.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0
some college,no,1.0,72,54,58,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
some college,yes,3.0,67,61,63,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
some high school,no,1.0,83,78,74,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0
some college,no,1.0,58,61,59,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
bachelor's degree,yes,1.0,60,66,58,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0
associate's degree,yes,1.0,89,77,80,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0
associate's degree,yes,3.0,83,68,71,2.0,3.0,1.0,2.0,1.0,0.0,5.0,1.0
associate's degree,yes,1.0,46,61,57,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0
high school,no,7.0,73,81,84,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
VeriYok,yes,3.0,77,83,90,1.0,2.0,1.0,0.0,2.0,1.0,5.0,0.0
bachelor's degree,no,2.0,58,70,69,3.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
some high school,no,2.0,59,63,65,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0
associate's degree,yes,1.0,64,57,62,2.0,2.0,0.0,2.0,2.0,3.0,4.0,1.0
associate's degree,no,3.0,29,43,43,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
associate's degree,yes,4.0,73,93,93,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0
some high school,yes,2.0,56,61,52,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0
some college,VeriYok,4.0,65,75,76,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0
some college,no,2.0,82,82,94,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0
high school,no,4.0,86,93,92,2.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0
some high school,yes,0.0,58,62,63,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
high school,yes,0.0,88,98,93,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0
bachelor's degree,yes,0.0,65,73,71,3.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0
master's degree,yes,2.0,48,48,43,3.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0
some college,yes,1.0,51,38,43,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0
high school,yes,3.0,82,84,89,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
bachelor's degree,yes,5.0,89,80,83,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
some high school,yes,3.0,58,60,67,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0
some college,yes,1.0,48,65,61,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0
associate's degree,yes,1.0,62,65,63,2.0,3.0,1.0,0.0,2.0,2.0,3.0,1.0
VeriYok,no,3.0,75,70,62,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0
associate's degree,VeriYok,4.0,31,42,45,2.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0
VeriYok,yes,1.0,80,81,79,3.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
associate's degree,yes,2.0,74,81,82,3.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0
master's degree,yes,2.0,59,79,88,2.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0
some college,yes,0.0,95,89,89,1.0,2.0,1.0,2.0,1.0,0.0,4.0,1.0
VeriYok,no,1.0,53,49,47,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
some college,no,1.0,62,46,49,3.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0
high school,yes,2.0,66,74,82,3.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0
master's degree,yes,3.0,73,68,67,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0
some college,yes,0.0,57,69,76,3.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0
high school,yes,3.0,76,92,95,0.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0
some college,no,1.0,57,48,49,3.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,no,1.0,71,76,78,2.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0
